Iteration_Number Randon_Choice Neighbour_Count
10444 1 7
10445 0 7
10446 5 7
10447 3 7
10448 4 7
10449 2 8
10450 6 8
10451 5 8
10452 5 7
10453 1 6
10454 0 6
10455 1 7
10456 1 6
10457 2 6
10458 0 6
10459 5 6
10460 1 7
10461 3 7
10462 0 7
10463 3 8
10464 4 8
10465 0 7
10466 5 6
10467 1 6
10468 2 7
10469 1 7
10470 0 7
10471 4 6
10472 3 5
10473 0 5
10474 4 6
10475 0 6
10476 2 5
10477 3 5
10478 4 5
10479 5 6
10480 2 5
10481 1 5
10482 0 5
10483 2 6
10484 5 6
10485 6 7
10486 4 7
10487 4 7
10488 1 7
10489 3 7
10490 6 7
10491 3 7
10492 5 7
10493 5 7
10494 3 7
10495 1 7
10496 0 7
10497 0 6
10498 3 6
10499 1 6
10500 6 7
10501 2 6
10502 0 6
10503 1 5
10504 4 6
10505 0 7
10506 3 6
10507 1 6
10508 1 6
10509 2 6
10510 3 6
10511 5 6
10512 3 7
10513 1 7
10514 1 7
10515 2 7
10516 5 7
10517 2 7
10518 2 7
10519 6 7
10520 0 6
10521 2 6
10522 3 6
10523 5 6
10524 4 7
10525 3 8
10526 2 8
10527 5 8
10528 0 7
10529 7 8
10530 6 7
10531 5 8
10532 6 8
10533 1 5
10534 1 5
10535 1 6
10536 0 5
10537 4 5
10538 7 8
10539 2 8
10540 2 8
10541 7 8
10542 5 8
10543 5 8
10544 7 8
10545 7 8
10546 2 7
10547 0 7
10548 3 7
10549 6 7
10550 5 8
10551 0 7
10552 6 8
10553 1 8
10554 3 7
10555 1 7
10556 4 7
10557 0 8
10558 7 8
10559 1 7
10560 3 7
10561 4 7
10562 2 7
10563 3 7
10564 2 7
10565 5 8
10566 0 8
10567 0 8
10568 1 8
10569 4 8
10570 1 8
10571 3 7
10572 4 6
10573 7 8
10574 3 8
10575 1 9
10576 4 8
10577 7 8
10578 3 7
10579 1 6
10580 1 6
10581 3 6
10582 5 7
10583 3 7
10584 0 6
10585 0 7
10586 4 6
10587 1 6
10588 0 6
10589 4 7
10590 1 6
10591 0 6
10592 1 5
10593 2 6
10594 2 6
10595 0 6
10596 3 5
10597 1 5
10598 4 5
10599 3 6
10600 3 6
10601 1 6
10602 3 7
10603 1 7
10604 3 7
10605 6 7
10606 3 7
10607 6 7
10608 0 6
10609 2 5
10610 3 5
10611 3 5
10612 1 5
10613 2 5
10614 4 5
10615 5 6
10616 0 5
10617 1 5
10618 4 6
10619 5 7
10620 2 7
10621 6 7
10622 6 8
10623 5 8
10624 3 6
10625 2 6
10626 2 6
10627 4 6
10628 5 8
10629 7 8
10630 1 8
10631 8 9
10632 7 8
10633 8 9
10634 7 8
10635 1 9
10636 7 8
10637 2 7
10638 0 7
10639 3 7
10640 2 7
10641 2 7
10642 6 7
10643 6 8
10644 2 5
10645 3 5
10646 3 6
10647 3 6
10648 2 6
10649 2 6
10650 4 6
10651 3 5
10652 2 6
10653 3 6
10654 3 6
10655 1 6
10656 3 6
10657 1 6
10658 1 6
10659 3 6
10660 5 6
10661 0 7
10662 4 7
10663 0 8
10664 5 8
10665 1 7
10666 4 7
10667 4 9
10668 7 8
10669 3 8
10670 4 8
10671 4 8
10672 6 9
10673 5 9
10674 5 7
10675 1 7
10676 6 7
10677 0 6
10678 3 6
10679 2 6
10680 1 6
10681 3 6
10682 3 6
10683 5 6
10684 1 7
10685 2 7
10686 6 7
10687 1 6
10688 5 6
10689 1 7
10690 4 7
10691 3 8
10692 0 8
10693 3 8
10694 5 8
10695 2 6
10696 5 6
10697 1 7
10698 4 8
10699 2 9
10700 4 10
10701 5 9
10702 2 9
10703 4 8
10704 4 7
10705 7 8
10706 1 9
10707 2 8
10708 1 8
10709 5 8
10710 3 7
10711 2 7
10712 2 7
10713 1 7
10714 0 7
10715 6 8
10716 4 8
10717 1 7
10718 5 7
10719 1 7
10720 1 7
10721 5 7
10722 1 6
10723 0 6
10724 2 5
10725 3 5
10726 3 5
10727 0 5
10728 3 6
10729 3 4
10730 6 7
10731 2 5
10732 0 5
10733 3 4
10734 0 6
10735 3 6
10736 4 6
10737 5 6
10738 0 6
10739 0 6
10740 2 6
10741 0 6
10742 5 6
10743 1 6
10744 0 6
10745 2 6
10746 2 6
10747 0 6
10748 3 6
10749 3 6
10750 1 6
10751 4 6
10752 4 6
10753 2 6
10754 5 6
10755 5 6
10756 4 6
10757 2 6
10758 0 6
10759 5 6
10760 3 6
10761 1 6
10762 0 6
10763 3 6
10764 5 6
10765 2 6
10766 0 6
10767 4 6
10768 5 6
10769 3 6
10770 2 6
10771 1 6
10772 4 6
10773 1 6
10774 1 6
10775 2 6
10776 0 6
10777 2 6
10778 5 6
10779 0 4
10780 0 4
10781 1 4
10782 2 4
10783 1 4
10784 3 4
10785 2 6
10786 5 6
10787 4 6
10788 5 6
10789 4 6
10790 2 6
10791 1 6
10792 1 6
10793 0 6
10794 5 6
10795 2 6
10796 4 6
10797 1 6
10798 3 6
10799 2 6
10800 1 6
10801 5 6
10802 3 6
10803 1 6
10804 4 6
10805 3 6
10806 3 6
10807 5 6
10808 5 6
10809 2 6
10810 3 6
10811 0 6
10812 2 6
10813 1 6
10814 5 6
10815 2 4
10816 3 4
10817 0 6
10818 1 7
10819 6 7
10820 5 7
10821 0 7
10822 5 6
10823 5 6
10824 2 6
10825 1 6
10826 1 6
10827 4 6
10828 1 4
10829 3 4
10830 0 6
10831 2 6
10832 3 6
10833 2 6
10834 1 6
10835 5 6
10836 3 6
10837 1 6
10838 4 6
10839 3 6
10840 2 6
10841 0 6
10842 1 6
10843 1 6
10844 2 6
10845 5 6
10846 0 4
10847 3 4
10848 5 6
10849 1 6
10850 0 6
10851 1 6
10852 0 6
10853 1 6
10854 1 6
10855 1 6
10856 0 6
10857 1 6
10858 0 6
10859 2 6
10860 4 6
10861 4 6
10862 4 6
10863 3 6
10864 3 6
10865 5 6
10866 2 6
10867 3 6
10868 2 6
10869 4 6
10870 3 6
10871 3 6
10872 5 6
10873 3 6
10874 5 6
10875 2 6
10876 5 6
10877 0 4
10878 3 4
10879 5 6
10880 1 4
10881 3 4
10882 2 7
10883 5 6
10884 4 6
10885 2 4
10886 2 4
10887 2 4
10888 0 4
10889 3 4
10890 5 6
10891 2 6
10892 2 6
10893 5 6
10894 4 6
10895 3 6
10896 5 6
10897 2 4
10898 1 4
10899 2 4
10900 2 4
10901 0 4
10902 1 4
10903 1 4
10904 2 4
10905 2 4
10906 3 4
10907 0 6
10908 5 6
10909 1 6
10910 1 6
10911 1 6
10912 5 6
10913 1 6
10914 0 6
10915 5 7
10916 3 4
10917 5 7
10918 3 7
10919 1 7
10920 2 7
10921 6 7
10922 4 7
10923 0 4
10924 2 4
10925 1 4
10926 0 4
10927 0 4
10928 1 4
10929 1 4
10930 1 4
10931 0 4
10932 1 4
10933 1 4
10934 2 4
10935 1 4
10936 2 4
10937 2 4
10938 2 4
10939 0 4
10940 2 4
10941 4 6
10942 0 4
10943 2 5
10944 1 5
10945 3 5
10946 1 5
10947 0 5
10948 2 5
10949 0 5
10950 3 4
10951 4 6
10952 1 6
10953 3 6
10954 0 6
10955 5 6
10956 5 6
10957 5 6
10958 0 4
10959 3 4
10960 4 6
10961 0 6
10962 0 6
10963 2 6
10964 4 6
10965 5 6
10966 5 6
10967 1 6
10968 2 6
10969 2 6
10970 2 6
10971 1 6
10972 4 6
10973 5 6
10974 0 6
10975 6 7
10976 5 7
10977 3 7
10978 5 7
10979 6 7
10980 0 7
10981 5 6
10982 3 4
10983 0 6
10984 0 6
10985 3 6
10986 0 6
10987 2 6
10988 3 6
10989 2 6
10990 1 6
10991 3 6
10992 5 6
10993 0 6
10994 5 6
10995 3 6
10996 0 6
10997 1 6
10998 1 6
10999 3 6
11000 1 6
11001 5 6
11002 1 6
11003 5 6
11004 1 4
11005 2 4
11006 2 4
11007 3 4
11008 5 6
11009 5 6
11010 5 6
11011 1 6
11012 4 6
11013 2 6
11014 3 6
11015 5 6
11016 0 6
11017 2 6
11018 3 6
11019 1 6
11020 0 6
11021 4 7
11022 3 7
11023 3 7
11024 2 7
11025 1 7
11026 2 7
11027 1 7
11028 5 7
11029 6 7
11030 0 5
11031 0 4
11032 0 5
11033 0 4
11034 1 4
11035 1 4
11036 2 4
11037 3 4
11038 0 6
11039 1 6
11040 1 6
11041 3 6
11042 0 6
11043 2 6
11044 2 6
11045 2 6
11046 1 6
11047 5 6
11048 4 6
11049 3 6
11050 0 6
11051 4 6
11052 1 6
11053 4 6
11054 3 6
11055 4 6
11056 0 6
11057 5 6
11058 0 4
11059 2 4
11060 2 6
11061 0 4
11062 0 4
11063 2 4
11064 1 4
11065 3 4
11066 1 6
11067 3 6
11068 0 6
11069 1 6
11070 4 6
11071 3 6
11072 4 6
11073 2 6
11074 5 6
11075 3 4
11076 5 6
11077 1 4
11078 2 4
11079 3 4
11080 4 6
11081 1 6
11082 1 6
11083 1 6
11084 2 6
11085 5 6
11086 5 6
11087 1 6
11088 4 6
11089 3 6
11090 5 6
11091 0 4
11092 0 4
11093 3 5
11094 4 5
11095 4 7
11096 5 7
11097 1 7
11098 4 7
11099 4 7
11100 4 7
11101 2 7
11102 2 7
11103 6 7
11104 2 7
11105 1 7
11106 0 7
11107 5 6
11108 1 6
11109 4 6
11110 0 6
11111 4 6
11112 5 6
11113 3 6
11114 1 6
11115 3 6
11116 1 6
11117 0 6
11118 4 7
11119 3 4
11120 3 7
11121 4 7
11122 4 7
11123 2 7
11124 0 7
11125 0 6
11126 5 6
11127 4 6
11128 0 6
11129 3 6
11130 1 6
11131 3 6
11132 0 6
11133 0 7
11134 3 6
11135 4 6
11136 1 6
11137 0 6
11138 1 6
11139 2 6
11140 4 6
11141 5 6
11142 1 6
11143 5 6
11144 5 6
11145 4 6
11146 2 6
11147 5 6
11148 1 6
11149 0 6
11150 1 6
11151 5 6
11152 2 6
11153 4 6
11154 2 4
11155 2 6
11156 2 4
11157 1 6
11158 3 6
11159 0 4
11160 0 4
11161 0 4
11162 3 4
11163 4 6
11164 3 6
11165 2 6
11166 1 6
11167 0 6
11168 4 6
11169 1 6
11170 2 6
11171 5 6
11172 2 6
11173 3 6
11174 2 6
11175 5 6
11176 0 4
11177 0 4
11178 2 4
11179 0 4
11180 1 4
11181 0 4
11182 1 4
11183 1 4
11184 0 4
11185 0 4
11186 3 4
11187 2 6
11188 5 6
11189 1 6
11190 0 6
11191 2 7
11192 6 7
11193 4 5
11194 1 7
11195 0 7
11196 3 6
11197 1 6
11198 4 6
11199 1 6
11200 4 6
11201 3 6
11202 1 4
11203 1 4
11204 2 4
11205 5 6
11206 2 6
11207 1 4
11208 0 4
11209 3 4
11210 2 6
11211 0 6
11212 4 6
11213 1 6
11214 2 6
11215 4 6
11216 4 6
11217 0 6
11218 3 6
11219 3 6
11220 5 6
11221 3 6
11222 4 6
11223 0 4
11224 0 4
11225 3 4
11226 0 6
11227 1 6
11228 0 6
11229 3 6
11230 3 6
11231 1 6
11232 5 6
11233 1 4
11234 2 4
11235 3 4
11236 3 6
11237 2 4
11238 2 4
11239 0 4
11240 2 4
11241 2 4
11242 2 4
11243 4 6
11244 2 4
11245 2 4
11246 1 4
11247 2 4
11248 0 4
11249 3 4
11250 0 6
11251 2 6
11252 0 6
11253 2 6
11254 1 6
11255 0 6
11256 2 7
11257 0 7
11258 1 6
11259 1 6
11260 0 6
11261 5 6
11262 1 6
11263 3 6
11264 4 6
11265 5 6
11266 2 6
11267 2 6
11268 1 6
11269 4 6
11270 4 6
11271 2 6
11272 1 6
11273 1 6
11274 4 6
11275 5 6
11276 0 4
11277 0 4
11278 1 4
11279 1 4
11280 3 4
11281 2 6
11282 3 6
11283 4 6
11284 5 6
11285 3 4
11286 5 6
11287 5 6
11288 5 6
11289 1 6
11290 3 6
11291 4 6
11292 5 6
11293 2 6
11294 2 6
11295 3 6
11296 5 6
11297 5 6
11298 2 4
11299 1 4
11300 3 4
11301 4 6
11302 0 6
11303 3 6
11304 1 4
11305 2 4
11306 0 4
11307 2 4
11308 3 4
11309 1 7
11310 4 7
11311 5 7
11312 5 7
11313 0 7
11314 5 6
11315 0 6
11316 5 6
11317 3 6
11318 5 6
11319 5 6
11320 2 6
11321 3 6
11322 3 6
11323 3 6
11324 2 6
11325 3 6
11326 3 6
11327 4 6
11328 0 4
11329 0 4
11330 1 4
11331 1 4
11332 0 4
11333 0 4
11334 0 4
11335 0 4
11336 0 4
11337 0 4
11338 3 4
11339 2 7
11340 6 7
11341 3 7
11342 0 7
11343 3 6
11344 5 6
11345 4 5
11346 4 6
11347 5 6
11348 3 6
11349 4 6
11350 0 6
11351 3 6
11352 0 6
11353 2 7
11354 0 7
11355 5 6
11356 1 5
11357 0 6
11358 0 5
11359 3 6
11360 4 6
11361 4 6
11362 3 7
11363 4 7
11364 4 6
11365 5 7
11366 2 7
11367 4 7
11368 0 7
11369 5 6
11370 4 7
11371 4 7
11372 6 8
11373 3 5
11374 0 6
11375 4 6
11376 4 5
11377 7 8
11378 4 7
11379 0 7
11380 5 7
11381 3 7
11382 1 7
11383 3 7
11384 2 7
11385 3 7
11386 6 7
11387 4 8
11388 1 7
11389 6 7
11390 4 8
11391 0 8
11392 1 7
11393 3 8
11394 6 8
11395 5 7
11396 3 5
11397 1 5
11398 0 5
11399 3 4
11400 1 4
11401 0 5
11402 0 5
11403 3 4
11404 2 4
11405 0 3
11406 1 4
11407 1 4
11408 0 4
11409 0 3
11410 2 4
11411 0 5
11412 3 4
11413 1 4
11414 1 5
11415 0 5
11416 3 4
11417 2 4
11418 0 3
11419 2 4
11420 2 4
11421 0 4
11422 1 3
11423 1 4
11424 3 4
11425 1 6
11426 2 7
11427 1 8
11428 6 7
11429 0 3
11430 2 4
11431 1 4
11432 1 4
11433 1 4
11434 0 4
11435 1 3
11436 1 3
11437 0 3
11438 2 4
11439 3 4
11440 3 6
11441 5 6
11442 0 6
11443 5 6
11444 1 4
11445 3 4
11446 2 6
11447 1 7
11448 3 7
11449 6 7
11450 2 3
11451 1 7
11452 6 7
11453 5 7
11454 0 5
11455 2 4
11456 0 3
11457 3 4
11458 2 4
11459 2 5
11460 1 4
11461 2 4
11462 1 5
11463 4 5
11464 6 7
11465 1 3
11466 1 3
11467 1 3
11468 2 3
11469 5 7
11470 1 5
11471 1 5
11472 1 5
11473 0 5
11474 3 5
11475 2 5
11476 3 4
11477 5 6
11478 1 4
11479 1 4
11480 3 4
11481 3 6
11482 3 6
11483 4 6
11484 1 4
11485 1 4
11486 2 4
11487 3 5
11488 3 7
11489 0 6
11490 5 6
11491 1 6
11492 1 6
11493 3 6
11494 2 7
11495 3 7
11496 0 6
11497 4 5
11498 3 5
11499 1 6
11500 3 7
11501 2 6
11502 0 7
11503 2 7
11504 1 7
11505 3 7
11506 4 6
11507 0 6
11508 1 6
11509 2 6
11510 2 7
11511 6 7
11512 1 5
11513 2 5
11514 0 4
11515 1 4
11516 2 4
11517 3 5
11518 5 7
11519 2 5
11520 1 4
11521 3 4
11522 4 6
11523 2 4
11524 0 4
11525 1 4
11526 1 4
11527 0 4
11528 1 4
11529 0 4
11530 1 3
11531 0 4
11532 3 4
11533 4 6
11534 2 4
11535 0 5
11536 0 5
11537 4 5
11538 6 7
11539 0 7
11540 2 7
11541 4 6
11542 2 4
11543 2 5
11544 0 4
11545 0 3
11546 0 4
11547 0 3
11548 3 4
11549 4 5
11550 2 5
11551 2 5
11552 5 6
11553 3 8
11554 4 7
11555 4 6
11556 1 6
11557 0 6
11558 1 6
11559 4 6
11560 3 6
11561 1 7
11562 5 7
11563 1 5
11564 0 5
11565 3 5
11566 2 5
11567 2 4
11568 0 5
11569 2 5
11570 3 4
11571 5 6
11572 1 6
11573 4 6
11574 0 4
11575 1 3
11576 0 4
11577 1 3
11578 0 4
11579 2 4
11580 1 5
11581 2 5
11582 0 4
11583 3 4
11584 2 6
11585 1 7
11586 6 7
11587 0 3
11588 3 4
11589 4 6
11590 1 4
11591 1 4
11592 2 4
11593 1 5
11594 0 5
11595 0 5
11596 2 5
11597 3 4
11598 2 6
11599 0 7
11600 4 7
11601 3 7
11602 4 7
11603 2 7
11604 5 6
11605 1 6
11606 5 6
11607 5 6
11608 3 6
11609 4 6
11610 0 4
11611 2 3
11612 3 4
11613 0 4
11614 1 4
11615 2 5
11616 3 4
11617 4 6
11618 0 4
11619 0 4
11620 2 4
11621 2 5
11622 0 4
11623 0 3
11624 2 3
11625 1 3
11626 2 4
11627 2 5
11628 3 4
11629 1 6
11630 0 6
11631 0 6
11632 1 6
11633 5 6
11634 2 6
11635 3 7
11636 5 7
11637 2 5
11638 2 4
11639 2 5
11640 0 4
11641 3 4
11642 5 6
11643 0 6
11644 2 6
11645 2 7
11646 5 6
11647 2 4
11648 0 4
11649 1 3
11650 5 7
11651 0 6
11652 3 6
11653 5 6
11654 3 6
11655 4 6
11656 3 4
11657 2 6
11658 2 7
11659 3 6
11660 1 6
11661 1 6
11662 4 6
11663 3 4
11664 0 6
11665 4 6
11666 0 4
11667 0 4
11668 2 4
11669 4 5
11670 6 7
11671 4 7
11672 4 7
11673 4 7
11674 1 7
11675 0 7
11676 3 7
11677 3 7
11678 0 7
11679 2 7
11680 2 6
11681 5 7
11682 5 7
11683 0 5
11684 3 5
11685 2 5
11686 1 4
11687 2 3
11688 2 4
11689 2 3
11690 0 3
11691 1 4
11692 3 4
11693 2 6
11694 4 7
11695 4 7
11696 6 7
11697 6 7
11698 0 7
11699 1 7
11700 5 6
11701 0 7
11702 3 7
11703 5 8
11704 0 7
11705 6 7
11706 3 7
11707 4 7
11708 5 7
11709 1 5
11710 2 5
11711 1 4
11712 0 4
11713 0 4
11714 2 4
11715 3 4
11716 2 6
11717 4 6
11718 0 4
11719 1 4
11720 1 4
11721 0 4
11722 1 4
11723 2 4
11724 0 5
11725 2 5
11726 2 4
11727 4 5
11728 4 5
11729 2 5
11730 0 4
11731 0 4
11732 3 4
11733 3 6
11734 3 7
11735 1 3
11736 2 3
11737 1 7
11738 2 7
11739 3 6
11740 4 6
11741 2 4
11742 1 5
11743 2 5
11744 1 4
11745 0 4
11746 0 4
11747 2 3
11748 3 4
11749 1 4
11750 1 5
11751 3 5
11752 5 6
11753 1 6
11754 3 5
11755 4 5
11756 2 5
11757 2 4
11758 0 5
11759 1 5
11760 3 5
11761 1 5
11762 1 6
11763 2 5
11764 0 4
11765 0 4
11766 1 5
11767 1 4
11768 2 5
11769 5 6
11770 2 6
11771 4 5
11772 4 5
11773 3 5
11774 3 4
11775 0 5
11776 1 4
11777 3 4
11778 2 4
11779 3 4
11780 1 4
11781 2 4
11782 1 5
11783 2 6
11784 3 5
11785 3 4
11786 1 5
11787 3 4
11788 1 4
11789 0 5
11790 0 4
11791 3 5
11792 1 4
11793 2 4
11794 1 4
11795 2 4
11796 3 5
11797 3 5
11798 0 5
11799 0 5
11800 3 4
11801 4 6
11802 1 7
11803 1 8
11804 1 8
11805 3 8
11806 4 8
11807 3 4
11808 3 5
11809 2 4
11810 3 4
11811 3 5
11812 3 4
11813 3 5
11814 0 5
11815 2 5
11816 0 5
11817 3 5
11818 1 4
11819 2 4
11820 1 4
11821 2 4
11822 3 5
11823 4 5
11824 5 6
11825 1 5
11826 3 4
11827 1 5
11828 2 5
11829 3 5
11830 1 4
11831 1 4
11832 2 4
11833 2 4
11834 2 4
11835 2 4
11836 3 4
11837 2 5
11838 1 5
11839 3 5
11840 0 5
11841 3 5
11842 4 5
11843 2 4
11844 3 4
11845 0 5
11846 3 5
11847 2 4
11848 1 4
11849 0 4
11850 4 5
11851 5 6
11852 3 5
11853 0 7
11854 1 6
11855 1 6
11856 2 7
11857 6 7
11858 3 5
11859 2 5
11860 2 5
11861 3 5
11862 0 5
11863 2 5
11864 3 5
11865 2 5
11866 1 5
11867 3 5
11868 2 5
11869 0 5
11870 4 5
11871 1 5
11872 4 5
11873 1 4
11874 3 4
11875 2 5
11876 3 5
11877 2 5
11878 2 5
11879 0 5
11880 1 5
11881 4 5
11882 1 5
11883 1 5
11884 4 5
11885 0 5
11886 0 5
11887 1 5
11888 4 5
11889 0 5
11890 4 5
11891 0 5
11892 1 5
11893 1 5
11894 2 5
11895 3 5
11896 1 5
11897 4 5
11898 2 4
11899 1 4
11900 0 4
11901 2 5
11902 1 5
11903 3 4
11904 2 5
11905 0 5
11906 2 5
11907 2 5
11908 3 5
11909 4 5
11910 5 7
11911 0 4
11912 2 4
11913 2 4
11914 0 4
11915 3 4
11916 2 6
11917 2 6
11918 0 6
11919 5 6
11920 0 4
11921 3 4
11922 2 6
11923 5 6
11924 2 4
11925 1 4
11926 0 4
11927 3 4
11928 5 6
11929 4 6
11930 5 6
11931 4 6
11932 3 6
11933 5 6
11934 3 4
11935 3 6
11936 5 6
11937 3 4
11938 1 6
11939 1 6
11940 4 6
11941 1 6
11942 4 6
11943 3 6
11944 5 6
11945 3 6
11946 4 6
11947 1 6
11948 3 6
11949 5 6
11950 3 4
11951 5 6
11952 1 4
11953 3 4
11954 2 6
11955 0 6
11956 4 6
11957 4 6
11958 2 6
11959 4 6
11960 2 6
11961 4 6
11962 5 6
11963 0 6
11964 3 6
11965 3 6
11966 2 6
11967 0 6
11968 1 7
11969 6 7
11970 1 7
11971 3 7
11972 0 7
11973 5 6
11974 3 5
11975 1 5
11976 1 6
11977 3 6
11978 4 6
11979 4 6
11980 5 7
11981 0 7
11982 4 8
11983 2 7
11984 0 7
11985 0 7
11986 2 7
11987 1 7
11988 3 6
11989 5 6
11990 3 7
11991 5 7
11992 3 7
11993 1 7
11994 6 7
11995 3 7
11996 4 7
11997 1 7
11998 2 8
11999 3 8
12000 7 8
12001 6 8
12002 4 5
12003 1 8
12004 1 7
12005 1 8
12006 3 7
12007 4 7
12008 3 7
12009 2 7
12010 3 7
12011 6 7
12012 4 6
12013 2 6
12014 3 6
12015 5 6
12016 2 7
12017 5 7
12018 6 7
12019 5 6
12020 3 7
12021 2 7
12022 3 7
12023 1 7
12024 0 8
12025 1 8
12026 1 7
12027 4 8
12028 2 9
12029 8 9
12030 5 9
12031 3 7
12032 3 7
12033 3 7
12034 5 7
12035 3 6
12036 5 6
12037 7 9
12038 8 9
12039 4 9
12040 0 8
12041 5 8
12042 4 8
12043 2 6
12044 4 6
12045 0 5
12046 3 4
12047 4 5
12048 3 4
12049 2 5
12050 1 5
12051 3 5
12052 1 5
12053 0 5
12054 0 6
12055 2 5
12056 1 5
12057 2 5
12058 4 5
12059 0 4
12060 2 5
12061 0 5
12062 0 4
12063 4 5
12064 2 6
12065 0 6
12066 1 5
12067 1 5
12068 4 5
12069 0 4
12070 0 4
12071 2 5
12072 0 5
12073 2 4
12074 2 4
12075 2 4
12076 2 4
12077 0 4
12078 1 5
12079 3 5
12080 2 5
12081 0 5
12082 3 4
12083 1 5
12084 1 5
12085 1 5
12086 1 5
12087 4 5
12088 3 5
12089 0 4
12090 2 5
12091 4 5
12092 7 8
12093 6 7
12094 3 8
12095 5 8
12096 7 8
12097 2 8
12098 0 8
12099 2 8
12100 7 8
12101 5 8
12102 3 8
12103 3 8
12104 2 8
12105 1 8
12106 0 7
12107 2 8
12108 5 8
12109 1 8
12110 1 7
12111 4 8
12112 8 9
12113 2 9
12114 1 9
12115 7 8
12116 4 7
12117 2 7
12118 4 7
12119 6 7
12120 5 8
12121 5 7
12122 2 7
12123 1 7
12124 4 7
12125 5 7
12126 6 7
12127 0 7
12128 0 8
12129 3 7
12130 3 7
12131 5 7
12132 6 7
12133 4 6
12134 3 6
12135 0 6
12136 0 7
12137 2 6
12138 4 6
12139 4 7
12140 3 7
12141 4 7
12142 3 7
12143 3 7
12144 3 7
12145 4 7
12146 6 7
12147 6 8
12148 2 8
12149 6 8
12150 4 8
12151 6 8
12152 4 5
12153 2 8
12154 0 8
12155 4 8
12156 2 8
12157 5 8
12158 6 7
12159 5 6
12160 1 7
12161 2 7
12162 2 7
12163 1 7
12164 3 8
12165 5 8
12166 1 8
12167 1 8
12168 1 9
12169 4 8
12170 1 8
12171 5 9
12172 6 7
12173 3 7
12174 4 7
12175 3 9
12176 4 9
12177 5 8
12178 3 8
12179 0 8
12180 3 8
12181 5 8
12182 4 8
12183 0 6
12184 0 5
12185 4 6
12186 0 5
12187 2 4
12188 0 4
12189 0 3
12190 3 4
12191 2 4
12192 1 4
12193 2 4
12194 2 4
12195 0 4
12196 0 5
12197 1 4
12198 0 4
12199 0 5
12200 0 4
12201 4 5
12202 0 6
12203 1 5
12204 2 5
12205 3 5
12206 3 4
12207 2 5
12208 0 5
12209 3 6
12210 1 6
12211 2 6
12212 4 6
12213 3 5
12214 1 3
12215 2 3
12216 4 5
12217 2 6
12218 0 6
12219 4 5
12220 4 5
12221 1 4
12222 0 4
12223 0 5
12224 3 4
12225 0 5
12226 4 6
12227 0 5
12228 1 4
12229 2 4
12230 1 4
12231 2 4
12232 3 4
12233 1 4
12234 0 4
12235 3 5
12236 2 3
12237 0 5
12238 3 4
12239 0 5
12240 4 6
12241 2 6
12242 5 6
12243 2 6
12244 2 6
12245 4 6
12246 2 6
12247 2 6
12248 3 6
12249 1 6
12250 1 6
12251 2 6
12252 5 6
12253 2 5
12254 0 5
12255 0 4
12256 4 5
12257 4 6
12258 3 5
12259 0 3
12260 0 3
12261 3 4
12262 1 4
12263 0 4
12264 3 5
12265 1 3
12266 3 4
12267 1 4
12268 2 4
12269 1 4
12270 2 4
12271 1 4
12272 0 4
12273 1 5
12274 0 4
12275 2 4
12276 2 3
12277 4 5
12278 0 6
12279 3 5
12280 1 5
12281 4 5
12282 0 4
12283 0 4
12284 0 5
12285 2 4
12286 3 4
12287 3 5
12288 3 5
12289 1 5
12290 2 5
12291 3 5
12292 3 4
12293 4 5
12294 1 4
12295 2 4
12296 1 4
12297 0 4
12298 3 5
12299 0 5
12300 1 4
12301 2 4
12302 1 4
12303 3 4
12304 2 5
12305 1 5
12306 1 5
12307 4 5
12308 3 4
12309 4 5
12310 0 4
12311 1 5
12312 0 5
12313 0 4
12314 3 4
12315 4 5
12316 2 4
12317 3 4
12318 0 5
12319 0 5
12320 2 6
12321 3 6
12322 3 6
12323 2 8
12324 4 8
12325 0 6
12326 2 5
12327 4 5
12328 4 5
12329 0 5
12330 4 5
12331 1 4
12332 1 4
12333 1 4
12334 3 4
12335 4 5
12336 0 4
12337 3 5
12338 4 5
12339 2 6
12340 0 6
12341 0 5
12342 0 6
12343 2 5
12344 2 5
12345 4 5
12346 1 4
12347 1 4
12348 3 4
12349 1 5
12350 3 5
12351 1 4
12352 0 4
12353 2 5
12354 3 5
12355 2 3
12356 3 5
12357 0 3
12358 0 3
12359 1 4
12360 3 4
12361 1 4
12362 2 4
12363 3 4
12364 0 5
12365 5 6
12366 4 6
12367 0 5
12368 1 4
12369 0 4
12370 1 5
12371 2 5
12372 4 5
12373 4 6
12374 2 5
12375 0 5
12376 0 4
12377 3 5
12378 0 3
12379 0 4
12380 2 3
12381 4 5
12382 1 6
12383 0 6
12384 3 5
12385 0 4
12386 2 5
12387 4 5
12388 3 6
12389 4 6
12390 0 5
12391 2 4
12392 1 4
12393 3 4
12394 2 4
12395 0 4
12396 2 3
12397 2 5
12398 3 5
12399 0 3
12400 2 3
12401 1 5
12402 3 5
12403 2 3
12404 0 5
12405 2 4
12406 0 4
12407 3 5
12408 0 3
12409 3 4
12410 1 4
12411 2 4
12412 0 4
12413 1 3
12414 1 3
12415 2 3
12416 4 5
12417 4 6
12418 0 6
12419 1 5
12420 4 5
12421 2 4
12422 1 4
12423 1 4
12424 3 4
12425 0 5
12426 1 6
12427 2 6
12428 2 6
12429 1 6
12430 2 6
12431 0 6
12432 1 5
12433 2 5
12434 0 5
12435 4 6
12436 3 5
12437 0 3
12438 3 4
12439 3 4
